customer_id,purchase_frequency,avg_order_value,price_sensitivity,category_pref,days_since_last_purchase,last_touch_channel,converted
00159,9,4012.5,5.2,both,3,social,1
00160,4,2055.0,0.8,beauty,22,social,0
00161,14,2755.5,0.5,fashion,141,social,0
00162,12,1711.5,6.3,beauty,55,influencer,0
00163,7,3010.5,3.1,fashion,113,social,1
00164,13,4308.0,3.3,beauty,4,influencer,0
00166,0,5190.0,3.9,beauty,233,social,1
00167,2,1284.0,1.6,fashion,69,social,1
00168,8,2752.5,4.6,both,32,influencer,1
00169,8,2497.5,3.7,fashion,96,crm,1
00170,0,1281.0,4.0,fashion,47,search,0
00171,3,1453.5,7.8,fashion,142,social,0
00172,11,4450.5,5.5,both,128,crm,0
00173,7,1420.5,5.6,beauty,77,influencer,1
00174,1,2850.0,5.2,fashion,63,influencer,1
00176,6,4632.0,5.4,both,64,social,0
00179,6,1746.0,6.2,fashion,292,crm,1
00180,5,2997.0,4.8,beauty,19,social,0
00181,1,2572.5,0.0,both,59,crm,1
00182,8,1255.5,8.6,fashion,22,social,1
00183,4,5137.5,7.4,fashion,6,search,0
00184,1,5418.0,2.8,beauty,78,social,1
00185,5,864.0,1.7,fashion,47,social,0
00186,9,3570.0,6.8,both,16,social,1
00193,9,1255.5,8.0,fashion,248,social,0
00195,1,2560.5,3.3,fashion,84,social,0
00197,13,969.0,7.1,fashion,96,social,0
00198,5,2445.0,2.3,beauty,1,search,1
00200,11,3109.5,1.7,beauty,2,social,0
00201,3,1342.5,3.5,beauty,151,social,1
00202,3,2085.0,9.7,beauty,244,search,0
00203,11,2344.5,2.1,fashion,167,social,0
00204,5,6469.5,2.0,beauty,240,influencer,1
00206,9,1006.5,5.4,beauty,80,social,0
00207,5,2322.0,6.5,fashion,32,social,0
00208,5,1804.5,8.5,beauty,21,search,1
00210,0,2700.0,7.9,beauty,80,social,1
00211,4,2436.0,6.2,beauty,29,social,1
00212,14,5145.0,1.9,beauty,285,search,0
00213,0,3420.0,2.2,fashion,80,influencer,0
00214,10,4063.5,5.0,fashion,8,social,1
00215,13,3688.5,2.6,both,12,social,1
00217,9,2673.0,7.1,both,24,social,0
00218,3,1143.0,3.3,fashion,60,social,1
00219,1,1362.0,1.0,both,83,social,1
00220,8,3772.5,3.6,fashion,8,search,1
00222,13,3006.0,8.2,fashion,63,search,1
00223,10,640.5,1.3,beauty,6,social,1
00224,12,4125.0,3.1,fashion,77,social,1
00225,9,1300.5,6.6,fashion,86,search,0
00227,12,985.5,8.2,beauty,84,social,0
00228,11,736.5,0.7,both,60,search,0
00229,1,600.0,1.0,beauty,0,influencer,1
00230,5,2473.5,5.8,fashion,113,influencer,1
00231,9,2601.0,3.3,both,9,crm,1
00232,5,1147.5,5.9,fashion,87,search,0
00233,13,1762.5,3.9,beauty,54,social,0
00234,11,1495.5,5.5,fashion,1,social,0
00235,11,3607.5,6.8,fashion,1,search,1
00236,8,2443.5,4.9,both,14,social,1
00237,4,2119.5,7.3,fashion,282,influencer,0
00238,10,2941.5,2.5,fashion,11,search,1
00241,11,3421.5,6.4,fashion,8,influencer,1
00243,12,1659.0,5.5,fashion,84,influencer,0
00244,4,6031.5,0.7,both,79,social,1
00245,1,3894.0,7.1,beauty,2,social,1
00246,0,3663.0,5.2,beauty,134,social,1
00247,8,3478.5,1.4,beauty,72,influencer,0
00248,9,3019.5,0.2,beauty,63,search,1
00251,14,4263.0,9.1,both,22,social,1
00252,11,2130.0,3.6,fashion,64,search,0
00253,5,1633.5,3.7,beauty,260,search,0
00254,9,2871.0,1.9,both,88,social,1
00255,3,1522.5,3.0,beauty,280,influencer,0
00256,13,493.5,4.6,beauty,3,influencer,0
00257,8,4962.0,5.0,both,3,search,0
00258,14,2050.5,2.7,both,1,influencer,0
00259,1,1564.5,3.5,fashion,116,search,0
00260,13,3228.0,4.6,beauty,1,influencer,1
00262,11,3051.0,2.2,both,66,social,1
00263,14,1102.5,2.2,both,115,social,1
00265,3,2446.5,5.1,fashion,29,social,1
00266,0,1941.0,2.8,beauty,38,search,1
00267,6,2743.5,3.8,fashion,82,social,1
00268,13,435.0,6.0,both,46,social,0
00269,3,2205.0,3.8,both,10,social,0
00270,4,2493.0,2.4,fashion,6,social,1
00271,14,5752.5,4.8,beauty,220,social,1
00272,11,4287.0,2.3,fashion,181,influencer,1
00274,1,616.5,6.6,fashion,65,social,0
00277,1,2649.0,8.7,beauty,189,search,0
00280,12,3661.5,2.4,beauty,116,influencer,1
00281,0,3396.0,8.7,beauty,8,social,1
00283,0,2575.5,5.6,fashion,201,influencer,1
00285,1,1336.5,1.8,beauty,48,influencer,0
00287,4,2514.0,3.6,beauty,275,influencer,1
00288,2,3412.5,2.1,both,104,social,1
00290,6,979.5,8.2,fashion,1,social,0
00291,9,2050.5,4.2,beauty,250,search,0
00292,5,2098.5,2.8,fashion,252,social,1
00293,1,895.5,7.2,fashion,2,search,1
00294,8,1306.5,0.9,fashion,23,search,0
00295,1,3183.0,5.1,fashion,146,influencer,0
00298,8,1272.0,4.0,fashion,246,search,0
00299,1,6528.0,5.7,beauty,59,social,0
00300,8,4945.5,0.5,fashion,36,social,1
00301,7,528.0,8.8,beauty,50,influencer,0
00302,13,4372.5,9.1,beauty,44,social,0
00303,6,5308.5,6.3,beauty,79,crm,0
00307,9,2863.5,5.2,beauty,14,social,1
00308,7,5448.0,4.2,beauty,168,social,0
00309,0,1807.5,6.0,both,14,search,0
00310,8,955.5,2.1,beauty,52,search,1
00311,5,4246.5,6.7,fashion,0,influencer,0
00312,0,1461.0,9.2,beauty,216,crm,0
00313,0,4872.0,4.6,fashion,12,influencer,1
00314,12,1372.5,3.3,fashion,82,influencer,0
00315,6,2130.0,0.6,both,70,influencer,0
00316,9,1818.0,5.6,fashion,11,search,0
00317,1,1029.0,5.9,fashion,15,social,0
00319,12,1137.0,9.0,fashion,213,search,0
00320,4,2257.5,4.2,beauty,40,crm,1
00321,4,2329.5,4.3,both,86,search,0
00322,9,816.0,3.5,both,77,crm,1
00323,14,5473.5,2.3,beauty,32,search,1
00324,11,1027.5,8.4,fashion,229,social,1
00326,13,3973.5,4.2,beauty,37,social,0
00327,10,2421.0,4.0,fashion,15,social,0
00328,7,3693.0,0.2,fashion,63,social,0
00329,4,745.5,0.1,both,34,social,0
00330,7,5251.5,2.3,fashion,128,social,1
00331,4,2584.5,1.1,fashion,225,crm,1
00333,14,1639.5,6.5,fashion,45,social,0
00334,5,5689.5,0.1,beauty,2,influencer,1
00335,7,1743.0,0.2,fashion,29,social,1
00336,1,931.5,3.6,fashion,14,social,1
00337,6,2799.0,1.1,fashion,64,search,0
00338,2,1470.0,6.4,both,34,influencer,0
00339,8,3519.0,7.9,beauty,15,social,0
00340,9,5836.5,3.6,beauty,133,influencer,1
00342,14,2313.0,3.8,beauty,121,social,1
00343,2,5151.0,1.3,beauty,15,search,1
00345,7,2032.5,5.2,fashion,61,social,0
00346,9,1675.5,5.3,both,30,social,1
00347,1,2151.0,7.5,fashion,24,influencer,0
00350,7,3729.0,2.8,fashion,4,search,1
00351,6,5361.0,5.8,beauty,73,influencer,0
00353,4,2397.0,8.1,beauty,5,social,1
00354,3,2463.0,1.7,fashion,30,search,0
00355,10,1438.5,7.6,fashion,205,influencer,0
00358,13,2191.5,3.6,fashion,66,social,1
00359,9,4434.0,4.6,both,6,social,1
00360,0,783.0,8.7,fashion,64,social,1
00361,12,3720.0,9.3,beauty,231,social,1
00362,3,3861.0,4.4,fashion,146,influencer,0
00363,5,2400.0,7.6,fashion,39,influencer,0
00366,1,925.5,4.0,fashion,39,social,0
00368,12,1341.0,8.0,both,1,social,0
00370,0,2338.5,6.1,fashion,46,social,0
00371,3,4597.5,7.9,beauty,10,search,1
00372,3,2233.5,1.0,both,89,social,1
00374,7,5164.5,6.0,fashion,20,social,0
00375,10,2587.5,6.1,beauty,3,influencer,1
00376,1,4008.0,0.8,beauty,55,influencer,0
00377,1,784.5,7.4,fashion,129,search,0
00378,14,2562.0,3.5,beauty,6,social,0
00380,14,1882.5,3.5,beauty,121,social,0
00381,0,6120.0,8.3,fashion,73,social,1
00382,12,4914.0,5.0,beauty,7,social,1
00383,4,3841.5,8.2,beauty,7,influencer,0
00386,1,2907.0,0.8,fashion,2,social,0
00387,0,1372.5,9.1,fashion,26,search,1
00391,8,2527.5,8.0,fashion,147,influencer,0
00392,14,5967.0,0.8,fashion,13,social,1
00393,1,1606.5,3.5,fashion,160,social,0
00394,2,4107.0,7.5,beauty,285,search,0
00395,8,1416.0,2.7,fashion,32,social,0
00396,4,807.0,3.5,beauty,158,influencer,0
00398,12,3378.0,6.7,beauty,44,social,0
00399,7,567.0,3.0,fashion,167,influencer,0
00400,6,1437.0,1.2,fashion,89,influencer,0
00401,14,1596.0,6.0,fashion,31,crm,1
00402,13,2371.5,8.4,both,21,social,0
00404,12,3076.5,0.5,beauty,51,social,0
00407,12,1983.0,6.9,both,59,social,0
00408,3,4569.0,4.7,both,8,social,1
00409,8,4936.5,8.5,fashion,44,social,0
00411,2,1909.5,2.9,beauty,14,influencer,0
00414,7,3162.0,5.3,beauty,18,social,0
00415,7,1975.5,5.2,both,71,crm,0
00416,12,2949.0,2.2,beauty,6,influencer,0
00417,7,4848.0,8.3,both,84,social,0
00419,14,2869.5,2.5,beauty,7,influencer,1
00420,5,4318.5,6.1,fashion,22,social,1
00422,14,3196.5,7.4,fashion,3,social,1
00423,9,2830.5,5.7,beauty,86,search,1
00424,10,5677.5,6.5,fashion,73,social,1
00425,2,961.5,1.7,both,68,social,0
00426,8,2785.5,0.8,beauty,90,search,0
00427,13,4158.0,8.4,both,45,social,0
00428,13,6348.0,8.3,both,21,crm,0
00429,13,3571.5,8.2,beauty,20,social,0
00431,11,765.0,8.5,fashion,109,social,0
00432,11,2710.5,2.3,beauty,76,social,0
00433,14,1215.0,1.4,fashion,48,social,1
00437,0,2656.5,7.8,both,6,crm,1
00438,1,1917.0,8.8,both,4,social,1
00440,13,2014.5,3.6,both,74,search,1
00441,12,1332.0,6.1,beauty,77,influencer,0
00442,13,3099.0,3.4,beauty,119,influencer,0
00443,11,1216.5,7.3,beauty,293,crm,0
00444,0,3751.5,9.0,both,19,influencer,0
00445,11,2476.5,8.5,beauty,126,crm,0
00446,8,3504.0,5.4,beauty,71,crm,1
00448,1,2068.5,5.6,beauty,94,influencer,1
00449,13,1528.5,5.7,beauty,109,social,1
00450,1,3976.5,6.1,beauty,72,crm,0
00452,11,5233.5,7.9,beauty,70,social,0
00453,10,5212.5,2.5,both,10,social,1
00454,7,922.5,5.6,fashion,166,social,1
00455,0,2539.5,6.7,fashion,65,social,0
00456,13,4002.0,3.2,fashion,39,search,0
00457,4,4753.5,6.8,fashion,88,influencer,0
00458,14,1441.5,5.2,both,245,social,0
00459,10,837.0,8.9,beauty,51,search,0
00460,1,1591.5,6.7,beauty,82,search,0
00462,2,2595.0,5.7,fashion,3,social,1
00463,14,2167.5,5.2,beauty,27,search,1
00464,12,3451.5,2.8,fashion,6,search,1
00465,2,540.0,7.7,both,33,social,1
00466,12,430.5,7.7,both,19,search,0
00467,9,2545.5,4.4,fashion,14,social,1
00468,8,1707.0,4.9,beauty,11,social,1
00469,9,1351.5,7.5,fashion,30,social,1
00470,0,3093.0,5.5,beauty,22,influencer,0
00472,1,2688.0,1.0,beauty,1,crm,1
00473,8,2595.0,6.1,beauty,6,social,0
00474,13,4087.5,4.4,beauty,76,social,0
00477,5,2881.5,5.7,fashion,28,search,0
00478,9,3606.0,2.3,beauty,14,search,0
00479,9,2398.5,6.8,fashion,79,influencer,1
00480,2,978.0,4.4,fashion,45,search,0
00481,7,3174.0,6.5,fashion,88,social,1
00483,8,4284.0,3.8,fashion,165,social,0
00484,1,1702.5,4.7,fashion,122,influencer,0
00485,8,1677.0,4.4,both,68,crm,1
00486,3,5512.5,5.7,both,174,search,1
00487,7,2227.5,0.6,fashion,104,social,0
00488,4,874.5,4.9,beauty,48,social,0
00489,12,2272.5,5.5,fashion,37,social,0
00490,5,2416.5,0.7,beauty,10,influencer,1
00491,3,3078.0,3.1,fashion,71,search,0
00492,4,2754.0,5.2,fashion,23,crm,0
00493,11,4803.0,0.7,both,33,crm,0
00494,0,2257.5,3.0,both,7,search,0
00495,14,1030.5,3.8,fashion,148,search,0
00496,11,1003.5,4.0,both,278,social,1
00499,3,5844.0,4.5,both,28,social,1
00500,0,2223.0,7.2,beauty,41,search,1
00501,12,2629.5,4.1,fashion,9,influencer,1
00502,2,4912.5,5.7,beauty,134,influencer,0
00503,3,1020.0,1.0,beauty,236,social,1
00504,13,2413.5,4.0,fashion,213,crm,0
00505,13,1930.5,6.4,fashion,88,social,0
00506,8,3037.5,1.0,beauty,99,search,1
00507,2,4050.0,8.1,beauty,137,search,1
00509,2,2553.0,4.8,beauty,19,social,0
00510,3,2946.0,1.0,fashion,57,search,1
00513,0,3096.0,3.2,both,8,influencer,1
00514,14,3481.5,1.1,both,28,social,1
00518,0,2727.0,0.1,fashion,5,influencer,0
00519,1,1528.5,8.0,beauty,76,crm,0
00520,9,1585.5,6.5,both,0,search,1
00522,4,4684.5,7.8,beauty,158,social,0
00523,10,4453.5,2.7,both,8,social,1
00524,12,4239.0,0.8,fashion,31,crm,0
00525,14,4368.0,2.2,fashion,10,influencer,0
00526,10,2689.5,4.9,beauty,46,social,0
00527,13,4368.0,4.4,beauty,10,social,0
00528,11,4780.5,7.1,fashion,30,social,1
00529,12,1102.5,1.7,fashion,37,influencer,1
00530,5,5737.5,2.6,both,5,social,1
00531,1,2127.0,3.3,fashion,33,influencer,0
00532,9,1554.0,8.9,fashion,3,influencer,1
00533,4,861.0,0.4,beauty,42,influencer,0
00534,2,2692.5,3.7,fashion,40,influencer,1
00535,6,2751.0,0.6,beauty,150,social,0
00536,11,5022.0,5.2,fashion,10,social,0
00537,11,3301.5,2.3,fashion,0,search,1
00538,0,4969.5,0.7,both,38,social,1
00540,11,5895.0,2.1,beauty,15,influencer,1
00541,2,2824.5,2.2,fashion,45,social,0
00544,11,3402.0,5.3,both,98,search,1
00549,14,1497.0,7.6,fashion,18,influencer,1
00550,14,4015.5,3.0,fashion,43,crm,0
00553,1,643.5,5.2,fashion,0,influencer,1
00554,2,1065.0,7.1,both,140,social,0
00555,1,3225.0,5.0,beauty,189,social,0
00556,13,844.5,4.3,fashion,177,influencer,1
00557,5,1504.5,7.2,fashion,70,search,1
00558,1,2437.5,5.5,beauty,72,social,0
00559,0,3673.5,4.6,both,22,search,1
00560,7,3166.5,4.2,fashion,36,social,0
00561,9,4633.5,4.1,beauty,12,crm,0
00563,3,3450.0,1.1,beauty,0,search,0
00564,1,3090.0,4.2,fashion,57,search,0
00566,10,1501.5,8.1,both,11,social,1
00568,10,3795.0,5.5,fashion,15,social,1
00569,4,1720.5,3.4,beauty,6,social,0
00570,6,5356.5,8.7,beauty,180,social,0
00571,5,2550.0,6.0,beauty,59,social,1
00572,1,5061.0,5.8,fashion,3,crm,1
00573,10,589.5,2.5,beauty,104,social,1
00575,3,1386.0,1.4,beauty,46,influencer,1
00576,7,2326.5,6.7,beauty,75,influencer,0
00578,13,1990.5,3.7,fashion,1,influencer,0
00581,6,6052.5,2.4,fashion,30,crm,1
00583,11,817.5,3.6,fashion,5,crm,0
00584,3,3700.5,2.6,fashion,46,social,1
00585,0,2259.0,3.6,both,280,social,0
00586,6,619.5,1.1,fashion,247,social,0
00587,5,1210.5,8.2,both,144,influencer,0
00588,7,5161.5,7.0,fashion,289,social,1
00589,10,3447.0,1.3,beauty,80,search,1
00590,12,5700.0,7.2,both,54,social,1
00592,7,3097.5,9.2,fashion,24,search,0
00594,10,1879.5,5.5,fashion,52,social,1
00595,13,648.0,3.7,beauty,12,social,0
00597,8,1089.0,4.8,fashion,84,social,0
00598,0,3478.5,4.3,both,9,search,1
00599,2,3274.5,6.8,beauty,143,social,0
00601,11,2752.5,3.0,beauty,161,search,1
00602,10,2433.0,5.0,fashion,32,influencer,0
00604,12,3729.0,6.0,fashion,3,social,1
00605,3,3436.5,3.9,both,26,search,1
00606,7,1503.0,5.2,fashion,88,social,1
00607,9,3669.0,7.9,both,84,social,0
00608,13,2259.0,2.1,fashion,89,social,1
00610,0,2619.0,5.5,fashion,52,search,0
00611,14,2028.0,5.9,beauty,9,social,1
00612,11,4419.0,7.1,beauty,1,social,1
00614,13,2352.0,2.3,fashion,46,social,0
00615,3,465.0,7.9,beauty,20,search,0
00617,0,786.0,7.8,beauty,209,social,0
00618,9,3195.0,4.9,both,145,influencer,0
00621,9,1440.0,4.4,fashion,209,social,0
00622,12,846.0,6.2,beauty,20,search,1
00623,14,2458.5,6.6,fashion,197,social,0
00626,14,1038.0,0.1,fashion,30,search,0
00627,10,1858.5,5.0,both,41,social,0
00628,4,2196.0,1.3,fashion,2,search,1
00629,5,460.5,6.6,beauty,60,social,0
00630,3,1791.0,4.2,beauty,143,influencer,0
00631,9,2443.5,0.8,fashion,116,search,1
00632,9,2335.5,4.2,fashion,224,social,1
00633,11,2377.5,0.1,fashion,98,search,0
00634,5,3036.0,6.4,fashion,84,search,1
00635,6,2901.0,2.4,fashion,99,social,1
00637,13,2070.0,1.9,beauty,1,social,1
00638,14,4164.0,2.9,beauty,7,social,0
00639,6,2454.0,4.6,beauty,20,social,1
00641,1,4291.5,1.6,fashion,280,social,0
00642,2,1839.0,2.9,fashion,35,influencer,1
00643,2,2361.0,7.5,both,220,social,1
00644,0,5052.0,3.9,beauty,43,social,1
00645,0,1167.0,4.2,fashion,18,social,0
00646,9,5566.5,8.2,beauty,35,search,1
00648,5,5748.0,4.4,fashion,206,social,0
00649,8,3580.5,7.1,beauty,14,crm,1
00651,10,664.5,2.9,fashion,24,crm,0
00653,0,5233.5,3.9,beauty,10,search,1
00654,11,2020.5,5.0,beauty,284,influencer,0
00656,5,6000.0,4.5,fashion,50,social,0
00657,3,6684.0,3.8,fashion,33,search,1
00658,10,2364.0,4.8,fashion,193,social,0
00660,8,3853.5,2.3,fashion,65,social,1
00662,4,4294.5,7.9,both,81,social,0
00665,3,3294.0,3.3,fashion,50,social,1
00666,5,3891.0,5.1,fashion,2,influencer,0
00668,2,4434.0,1.5,both,266,social,1
00669,14,1498.5,4.8,fashion,263,social,0
00670,1,4005.0,7.1,beauty,279,search,1
00672,8,3172.5,4.2,fashion,68,crm,0
00674,8,3721.5,1.1,beauty,42,social,1
00675,11,6280.5,1.7,beauty,9,social,0
00676,10,987.0,5.0,fashion,72,social,1
00678,7,4335.0,1.5,fashion,89,social,0
00679,10,2700.0,0.1,both,83,search,1
00680,12,4578.0,5.8,beauty,13,search,1
00681,9,2094.0,3.6,beauty,42,social,1
00682,6,540.0,1.4,beauty,15,search,1
00683,11,1624.5,5.0,fashion,62,search,0
00684,4,664.5,3.5,fashion,4,social,0
00685,12,1440.0,3.9,fashion,68,search,0
00686,2,976.5,5.6,fashion,79,search,1
00687,1,904.5,0.9,both,290,social,0
00688,10,1146.0,5.1,beauty,76,influencer,0
00689,7,5710.5,2.9,beauty,19,social,1
00692,4,2433.0,7.2,fashion,12,influencer,1
00693,8,3084.0,3.7,fashion,108,search,1
00694,3,2440.5,8.2,fashion,38,influencer,0
00695,7,3900.0,4.5,fashion,61,social,0
00697,10,6081.0,4.6,beauty,283,search,1
00698,14,4116.0,2.6,fashion,11,social,1
00699,6,2635.5,5.0,both,26,social,1
00701,7,1123.5,4.2,beauty,12,influencer,1
00702,4,3574.5,0.2,beauty,46,influencer,1
00703,1,2943.0,2.8,beauty,109,social,0
00704,6,4374.0,7.2,beauty,75,crm,0
00710,9,6582.0,1.4,both,1,social,1
00712,11,2955.0,4.3,fashion,184,social,1
00713,10,4741.5,1.2,fashion,10,influencer,1
00715,12,2373.0,8.5,both,4,social,1
00716,1,3966.0,3.4,fashion,78,search,0
00717,2,4944.0,0.8,beauty,171,crm,1
00718,13,2256.0,1.9,fashion,10,social,1
00719,13,4146.0,7.6,fashion,64,social,1
00720,3,525.0,0.7,fashion,12,social,0
00721,9,1074.0,9.0,both,10,search,1
00723,10,1224.0,1.1,fashion,19,social,0
00724,6,3223.5,6.4,fashion,55,social,1
00725,9,922.5,6.4,beauty,5,search,0
00726,14,4090.5,0.6,beauty,53,social,1
00727,11,1593.0,4.7,fashion,243,search,1
00728,0,2578.5,2.2,both,3,search,1
00729,5,1887.0,3.5,fashion,58,crm,0
00730,12,1975.5,2.9,fashion,14,social,0
00731,5,700.5,2.5,beauty,164,social,0
00732,7,1413.0,3.1,beauty,23,influencer,0
00733,1,2500.5,4.5,fashion,25,social,1
00734,1,1710.0,3.5,fashion,4,influencer,0
00736,2,2458.5,2.7,fashion,44,search,0
00738,14,2292.0,8.0,both,13,social,0
00739,7,499.5,6.1,both,29,social,0
00740,6,1822.5,2.2,fashion,47,search,0
00741,8,4897.5,3.1,fashion,52,social,1
00742,14,756.0,6.2,fashion,36,social,0
00743,7,5712.0,8.0,both,13,crm,1
00744,7,2652.0,8.8,beauty,89,social,1
00745,10,1095.0,8.0,fashion,251,social,0
00746,1,6550.5,7.6,fashion,30,social,0
00748,5,840.0,3.0,both,143,influencer,1
00749,6,418.5,8.0,both,62,social,0
00750,5,1438.5,5.2,both,269,social,0
00751,6,3970.5,2.4,beauty,14,social,0
00753,1,5044.5,5.8,beauty,25,social,1
00756,7,3399.0,3.1,fashion,4,influencer,0
00758,13,735.0,4.8,fashion,4,social,1
00762,6,2169.0,4.3,both,19,social,1
00766,7,1984.5,2.6,beauty,47,social,1
00768,7,2350.5,6.0,both,30,social,0
00769,9,2043.0,3.5,fashion,80,influencer,0
00770,12,1527.0,2.2,beauty,30,social,0
00771,5,3669.0,4.0,beauty,29,search,0
00774,0,2269.5,9.0,fashion,3,social,1
00775,5,3844.5,1.7,beauty,279,social,1
00776,10,3378.0,5.4,fashion,17,social,1
00777,3,2307.0,6.0,fashion,64,search,0
00778,2,1413.0,4.1,fashion,84,social,1
