customer_id,purchase_frequency,avg_order_value,price_sensitivity,category_pref,days_since_last_purchase,last_touch_channel,converted
C0085,2,568.13,7.6,beauty,121,crm,0
C0086,5,1028.29,8.4,both,16,search,1
C0087,4,1085.25,0.6,beauty,14,crm,1
C0088,3,1280.74,7.8,both,27,social,0
C0089,5,688.98,3.8,fashion,25,social,1
C0090,2,1691.29,3.0,beauty,3,search,0
C0091,2,1237.86,1.7,beauty,32,influencer,1
C0092,5,606.68,10.0,both,3,influencer,0
C0093,2,566.71,0.6,beauty,6,social,1
C0094,3,780.57,8.3,beauty,1,crm,0
C0095,7,1086.59,6.4,fashion,46,social,1
C0096,4,1166.76,7.4,beauty,37,influencer,1
C0097,2,1236.7,7.1,beauty,13,social,0
C0098,4,2353.17,8.6,beauty,32,influencer,0
C0099,3,282.9,1.8,both,66,search,1
C0100,4,310.41,0.0,beauty,5,social,1
C0101,3,859.58,6.0,beauty,14,influencer,1
C0102,1,2255.63,3.5,beauty,3,influencer,0
C0103,1,1310.05,1.2,beauty,0,social,1
C0104,4,516.73,1.9,beauty,5,influencer,1
C0105,0,1002.01,3.3,beauty,30,influencer,0
C0106,1,833.03,0.7,beauty,23,social,1
C0107,3,817.48,0.6,beauty,15,search,1
C0108,5,681.88,9.2,both,26,influencer,0
C0109,1,960.82,3.1,beauty,56,crm,0
C0110,4,1537.55,9.8,beauty,25,crm,0
C0111,2,715.18,9.6,both,41,influencer,0
C0112,3,1241.28,1.4,both,19,crm,1
C0113,1,1349.49,7.1,fashion,1,crm,0
C0114,3,1684.47,6.0,beauty,15,influencer,1
C0115,4,561.31,6.9,beauty,58,search,1
C0116,3,922.08,1.0,beauty,27,influencer,1
C0117,4,639.66,1.9,beauty,136,influencer,1
C0118,3,961.75,0.8,beauty,29,social,1
C0119,1,958.45,6.0,fashion,49,crm,0
C0120,4,484.59,9.9,beauty,54,crm,0
C0121,3,990.83,6.7,fashion,23,social,0
C0122,0,2411.74,7.1,beauty,19,social,0
C0123,2,1169.04,9.8,beauty,29,search,0
C0124,5,428.31,6.8,fashion,52,search,0
C0125,4,541.84,0.4,both,41,social,1
C0126,7,898.08,8.7,beauty,39,social,1
C0127,2,548.95,3.6,fashion,5,social,1
C0128,2,1640.12,0.0,beauty,15,search,1
C0129,2,398.27,5.1,beauty,36,social,0
C0130,2,1173.11,9.4,fashion,19,influencer,0
C0131,3,348.71,2.6,beauty,75,social,1
C0132,2,890.73,4.9,beauty,1,influencer,1
C0133,6,504.6,1.7,beauty,11,social,1
C0134,1,1279.34,0.6,beauty,1,influencer,1
C0135,2,1505.96,0.8,beauty,10,influencer,1
C0136,6,1084.96,7.3,beauty,0,crm,1
C0137,2,1540.07,8.6,both,123,search,0
C0138,3,184.62,1.4,fashion,30,crm,1
C0139,2,984.43,2.9,beauty,26,social,1
C0140,2,1164.84,2.0,beauty,27,search,0
C0141,2,1239.88,0.3,fashion,11,influencer,1
C0142,5,286.45,5.5,beauty,5,search,1
C0143,1,1130.78,7.0,fashion,32,search,0
C0144,5,1253.29,6.5,fashion,4,crm,1
C0145,5,978.75,3.9,beauty,1,search,1
C0146,2,430.86,5.6,beauty,13,influencer,0
C0147,3,679.13,0.9,beauty,27,search,1
C0148,1,1644.26,1.5,beauty,2,search,0
C0149,4,1553.88,9.3,beauty,55,search,0
C0150,5,1154.17,7.6,both,24,search,0
C0151,6,1292.75,9.2,beauty,80,social,0
C0152,6,1464.5,9.2,fashion,1,social,1
C0153,3,1147.55,6.5,fashion,0,search,1
C0154,0,1621.37,9.3,beauty,9,social,0
C0155,7,1595.08,4.2,beauty,1,social,1
C0156,4,2781.97,0.0,beauty,48,influencer,1
C0157,1,694.59,0.6,fashion,39,crm,1
C0158,3,701.45,1.1,beauty,15,influencer,1
C0159,3,128.21,1.0,fashion,5,crm,1
C0160,3,1105.1,3.5,both,24,search,0
C0161,2,2190.36,7.0,fashion,24,search,0
C0162,4,1684.0,7.9,both,48,crm,1
C0163,4,1371.92,5.9,fashion,6,social,1
C0164,2,1740.45,1.5,both,41,crm,0
C0165,1,1175.27,7.5,both,35,social,0
C0166,5,785.47,3.5,fashion,17,search,1
C0167,6,2456.28,0.1,both,1,crm,1
C0168,1,1132.49,2.8,both,3,influencer,0
C0169,1,1578.04,3.3,beauty,3,crm,1
C0170,0,183.62,2.7,fashion,23,social,0
C0171,3,211.81,8.1,fashion,57,search,0
C0172,5,1000.21,7.6,both,32,influencer,0
C0173,5,549.08,7.0,beauty,8,search,0
C0174,2,1047.25,1.4,both,28,influencer,1
C0175,2,700.92,8.1,fashion,34,social,0
C0176,6,2982.19,6.8,both,121,crm,0
C0177,5,1516.45,1.9,beauty,1,crm,1
C0178,4,1822.96,6.5,fashion,24,social,0
C0179,2,242.91,4.8,fashion,66,crm,0
C0180,1,1362.75,4.4,both,1,search,0
C0181,3,834.8,1.1,both,8,search,1
C0182,1,1840.1,5.2,fashion,28,crm,0
C0183,1,1265.28,1.0,fashion,15,influencer,0
C0184,2,898.95,1.6,beauty,21,social,1
C0185,1,458.31,1.3,both,20,search,1
C0186,2,990.41,9.5,beauty,34,social,0
C0187,3,1625.97,2.8,fashion,12,influencer,0
C0188,4,1892.37,3.6,fashion,36,crm,1
C0189,3,758.16,3.2,beauty,45,crm,1
C0190,1,2741.42,9.0,beauty,27,social,0
C0191,2,1563.74,5.6,beauty,10,social,0
C0192,0,555.54,9.2,both,64,search,0
C0193,2,484.27,3.0,fashion,1,search,0
C0194,1,862.81,1.1,beauty,20,social,1
C0195,2,757.14,5.6,fashion,41,influencer,0
C0196,3,1179.98,3.5,beauty,14,search,1
C0197,5,937.23,8.0,both,11,social,0
C0198,6,791.78,8.8,beauty,3,influencer,1
C0199,3,361.25,4.7,beauty,17,crm,1
C0200,1,1284.66,9.7,beauty,80,crm,0
C0201,0,342.06,5.5,fashion,0,social,0
C0202,1,1566.27,2.7,beauty,1,social,0
C0203,4,261.94,4.9,fashion,68,crm,1
C0204,3,329.54,0.4,beauty,152,influencer,1
C0205,4,554.08,8.0,beauty,28,social,1
C0206,0,720.97,1.0,beauty,149,influencer,0
C0207,5,641.57,3.1,beauty,23,search,1
C0208,2,719.28,5.7,both,24,social,0
C0209,4,1057.96,0.4,beauty,38,social,1
C0210,3,561.48,0.8,both,112,crm,1
C0211,5,1063.01,7.0,beauty,10,search,1
C0212,4,185.46,0.7,beauty,22,crm,1
C0213,3,549.45,4.8,beauty,81,social,0
C0214,3,319.27,3.4,beauty,75,search,1
C0215,2,1557.31,2.3,fashion,67,influencer,0
C0216,6,604.28,1.9,fashion,36,influencer,1
C0217,5,1244.44,7.6,beauty,36,search,1
C0218,4,283.18,9.5,fashion,23,search,0
C0219,1,1876.8,1.4,fashion,2,search,1
C0220,5,965.84,9.6,both,13,social,0
C0221,5,2340.4,5.9,both,41,search,1
C0222,2,908.63,6.4,fashion,14,influencer,0
C0223,1,364.0,7.1,both,10,search,0
C0224,4,510.49,7.0,fashion,0,crm,0
C0225,3,805.36,8.2,beauty,49,crm,0
C0226,2,521.99,4.8,fashion,23,influencer,0
C0227,1,1480.61,5.3,beauty,14,crm,0
C0228,4,950.64,3.2,fashion,33,crm,1
C0229,4,525.77,1.1,both,5,search,1
C0230,4,1367.5,6.6,beauty,62,social,1
C0231,2,748.15,0.3,both,25,crm,1
C0232,3,1336.26,2.8,both,60,social,1
C0233,1,683.63,0.9,beauty,0,influencer,1
C0234,4,1200.88,1.9,fashion,5,crm,1
C0235,3,733.85,6.4,both,3,crm,0
C0236,3,1480.87,6.3,both,7,social,0
C0237,2,287.32,4.2,beauty,37,social,1
C0238,2,436.29,0.9,beauty,3,search,1
C0239,5,844.63,4.3,fashion,92,social,1
C0240,1,619.73,3.5,beauty,29,social,0
C0241,6,721.55,7.2,beauty,46,social,1
C0242,2,1271.47,5.8,beauty,94,social,0
C0243,4,713.21,4.9,beauty,12,crm,1
C0244,2,1082.69,4.9,fashion,36,crm,0
C0245,2,547.21,9.7,fashion,2,influencer,0
C0246,4,247.51,7.6,fashion,1,search,0
C0247,4,1332.06,5.0,fashion,20,social,1
C0248,2,2090.23,4.8,beauty,31,influencer,0
C0249,5,1024.75,0.3,beauty,37,search,1
C0250,3,869.49,9.4,beauty,59,social,0
C0251,2,968.9,3.2,beauty,50,influencer,0
C0252,2,1747.03,2.6,beauty,26,crm,1
C0253,5,1031.13,10.0,beauty,19,crm,0
C0254,5,1364.99,7.2,beauty,14,social,1
C0255,2,1334.4,0.5,beauty,0,social,1
C0256,6,1544.18,0.6,fashion,34,social,1
C0257,5,859.46,0.3,fashion,57,influencer,1
C0258,4,678.53,6.0,both,44,social,0
C0259,2,1207.74,0.7,fashion,12,social,1
C0260,2,1489.28,9.3,fashion,19,search,0
C0261,1,1631.91,9.4,beauty,14,social,0
C0262,3,1855.13,5.5,fashion,17,search,1
C0263,2,1421.91,6.2,beauty,23,influencer,0
C0264,1,657.83,2.9,beauty,2,crm,1
C0265,3,1024.11,0.6,beauty,8,crm,1
C0266,5,977.19,7.4,beauty,3,social,0
C0267,4,921.93,1.0,beauty,0,crm,1
C0268,6,1208.99,0.9,fashion,11,crm,1
C0269,4,817.44,3.1,both,16,social,1
C0270,9,818.08,0.1,fashion,15,crm,1
C0271,2,2154.33,4.3,fashion,1,social,1
C0272,3,883.56,7.1,fashion,51,crm,0
C0273,2,1538.56,8.0,beauty,4,social,0
C0274,3,1583.55,6.0,fashion,27,social,1
C0275,2,1038.86,8.5,fashion,29,search,0
C0276,2,835.43,4.1,beauty,3,crm,0
C0277,4,560.09,8.5,beauty,1,social,1
C0278,2,338.82,5.1,both,0,crm,0
C0279,4,1253.27,2.2,fashion,9,search,1
C0280,7,1126.03,9.4,beauty,25,influencer,1
C0281,3,1347.68,2.7,fashion,4,social,1
C0282,2,702.69,0.3,beauty,2,social,1
C0283,6,2264.12,2.4,beauty,26,search,1
C0284,4,1177.34,3.7,beauty,4,search,1
C0285,2,865.82,3.5,beauty,49,social,0
C0286,1,236.98,5.2,fashion,20,social,0
C0287,1,746.51,8.8,beauty,26,crm,0
C0288,2,1380.18,2.9,fashion,62,social,0
C0289,3,1831.05,5.2,beauty,5,search,0
C0290,4,938.89,3.4,fashion,24,social,1
C0291,4,1980.94,8.2,fashion,12,influencer,0
C0292,3,535.78,1.6,fashion,4,social,1
C0293,2,1143.58,1.0,fashion,27,crm,1
C0294,1,1160.21,5.0,both,1,social,0
C0295,4,1258.41,6.7,fashion,56,influencer,1
C0296,6,1007.05,8.0,fashion,34,search,1
C0297,2,1111.57,5.9,fashion,118,search,0
C0298,5,528.37,7.7,beauty,18,crm,1
C0299,0,1743.07,3.9,beauty,75,social,0
C0300,3,1462.53,0.3,beauty,6,social,1
C0301,4,1089.15,1.2,beauty,22,influencer,1
C0302,4,1479.82,0.4,beauty,22,search,1
C0303,0,1771.0,3.3,beauty,34,influencer,0
C0304,3,1249.12,5.0,fashion,87,social,0
C0305,4,2387.0,3.6,beauty,47,search,1
C0306,2,1302.1,5.6,both,2,social,0
C0307,2,576.54,4.8,beauty,25,social,0
C0308,2,1060.98,6.8,fashion,11,search,0
C0309,2,1508.96,6.7,beauty,4,influencer,0
C0310,1,1771.86,3.2,beauty,19,influencer,0
C0311,3,1018.2,3.5,beauty,15,social,1
C0312,3,550.65,5.9,fashion,1,crm,1
C0313,2,825.78,6.0,beauty,23,influencer,0
C0314,5,415.76,3.1,both,2,crm,1
C0315,5,1370.24,3.3,beauty,41,search,1
C0316,5,741.43,6.9,fashion,9,crm,1
C0317,2,628.53,6.5,beauty,26,social,0
C0318,1,1438.08,1.4,fashion,5,influencer,1
C0319,4,1961.0,4.4,beauty,68,crm,0
C0320,5,627.0,8.9,beauty,1,social,0
C0321,4,1021.67,0.4,beauty,65,social,1
C0322,2,844.39,8.6,beauty,5,search,0
C0323,2,1812.95,1.6,beauty,4,influencer,1
C0324,3,896.5,5.1,both,27,crm,1
C0325,4,520.96,4.2,beauty,23,social,1
C0326,4,919.22,0.1,beauty,94,search,1
C0327,0,1624.68,9.2,both,20,social,0
C0328,2,818.01,4.5,beauty,6,social,1
C0329,4,664.1,9.5,beauty,26,crm,0
C0330,4,875.23,2.9,fashion,23,search,1
C0331,1,530.67,8.7,both,23,social,0
C0332,6,843.81,9.2,fashion,102,influencer,0
C0333,3,692.11,5.6,beauty,8,search,1
C0334,6,2605.38,2.0,both,16,crm,1
C0335,1,275.25,6.9,beauty,52,crm,0
C0336,5,575.1,5.5,both,31,social,1
C0337,3,663.82,9.4,both,6,influencer,0
C0338,3,532.77,4.4,both,42,crm,0
C0339,3,1149.3,2.7,beauty,5,influencer,1
C0340,2,620.71,1.4,beauty,32,search,1
C0341,4,388.69,7.0,fashion,58,search,0
C0342,5,974.72,9.7,fashion,43,social,0
C0343,3,792.8,0.3,fashion,0,search,1
C0344,3,637.22,7.4,both,21,social,1
C0345,3,1790.24,9.3,fashion,5,influencer,0
C0346,4,1169.11,0.7,beauty,11,influencer,1
C0347,2,1103.0,1.1,beauty,41,search,1
C0348,3,1182.37,6.9,beauty,5,search,1
C0349,4,1151.63,6.5,beauty,79,search,0
C0350,5,814.63,0.7,beauty,0,social,1
C0351,6,624.4,8.3,both,5,crm,0
C0352,2,985.92,5.2,fashion,1,social,0
C0353,2,806.61,9.1,fashion,20,social,0
C0354,2,272.69,8.8,beauty,8,influencer,0
C0355,1,506.06,8.1,fashion,21,search,0
C0356,5,752.5,5.2,both,62,search,0
C0357,0,1453.63,2.5,both,29,search,0
C0358,1,988.16,5.1,fashion,1,influencer,0
C0359,4,562.84,1.0,both,0,social,1
C0360,5,480.72,6.6,fashion,32,influencer,0
C0361,1,1609.8,1.3,beauty,3,influencer,1
C0362,5,834.87,5.1,both,22,social,1
C0363,4,115.88,0.5,beauty,72,crm,1
C0364,3,863.47,3.0,beauty,24,crm,1
C0365,2,1298.2,2.3,beauty,39,search,0
C0366,5,472.01,6.2,fashion,14,crm,1
C0367,1,949.39,7.9,fashion,14,search,0
C0368,2,996.39,0.6,fashion,1,search,1
C0369,4,488.86,8.5,beauty,4,influencer,0
C0370,7,1683.21,8.6,beauty,1,search,1
C0371,6,1005.38,3.4,both,11,social,1
C0372,4,750.41,6.6,beauty,33,search,1
C0373,4,837.87,4.0,both,4,social,1
C0374,2,434.82,1.5,beauty,53,crm,1
C0375,2,423.99,5.3,fashion,22,crm,0
C0376,4,712.67,0.9,fashion,27,search,1
C0377,2,737.05,8.8,both,50,influencer,0
C0378,1,808.64,9.2,beauty,20,social,0
C0379,2,1757.6,8.2,both,27,social,0
C0380,6,1262.93,5.6,fashion,22,influencer,1
C0381,2,302.15,5.6,fashion,2,crm,1
C0382,3,1591.72,9.8,fashion,6,social,0
C0383,1,709.63,2.5,beauty,47,search,0
C0384,2,1324.47,0.8,beauty,103,crm,0
C0385,5,740.84,5.6,beauty,5,crm,1
C0386,6,972.27,3.3,beauty,15,social,1
C0387,0,454.58,3.2,fashion,9,influencer,0
C0388,4,1084.72,0.1,beauty,31,crm,1
C0389,2,1400.66,6.0,beauty,23,influencer,0
C0390,7,340.04,2.6,beauty,1,social,1
C0391,4,1411.58,1.9,beauty,103,crm,1
C0392,1,622.94,0.4,beauty,77,crm,0
C0393,2,2037.7,3.6,fashion,37,influencer,0
C0394,3,1336.83,8.8,beauty,23,search,0
C0395,3,1221.39,3.4,both,10,social,1
C0396,3,840.48,6.8,beauty,15,influencer,1
C0397,3,2844.88,7.6,beauty,12,social,0
C0398,4,712.08,3.3,both,15,influencer,1
C0399,1,512.91,8.2,beauty,2,influencer,0
C0400,2,635.22,6.9,beauty,56,search,0
C0401,3,1527.51,5.6,both,25,influencer,0
C0402,3,962.64,0.0,both,17,influencer,1
C0403,2,889.91,0.4,fashion,36,search,1
C0404,7,717.89,9.9,beauty,36,influencer,1
C0405,3,865.68,7.8,fashion,0,influencer,0
C0406,1,691.06,9.4,both,5,search,0
C0407,5,1279.62,9.0,both,19,influencer,0
C0408,2,798.83,0.2,beauty,50,social,1
C0409,4,641.81,7.9,beauty,52,social,0
C0410,0,1463.71,4.5,beauty,11,influencer,0
C0411,3,522.38,7.9,beauty,41,search,0
C0412,4,969.69,0.1,fashion,0,search,1
C0413,4,271.45,2.9,beauty,35,social,1
C0414,9,403.13,7.5,beauty,17,crm,1
C0415,1,753.04,7.9,beauty,9,search,0
C0416,4,684.14,6.2,beauty,23,crm,0
C0417,5,683.57,3.0,beauty,27,search,1
C0418,9,1342.98,3.1,beauty,84,social,1
C0419,4,1382.45,9.7,beauty,102,social,0
C0420,5,1067.34,4.4,both,16,social,1
C0421,2,506.33,4.5,beauty,52,search,0
C0422,3,862.13,5.5,fashion,15,crm,1
C0423,1,2181.06,4.1,beauty,28,social,0
C0424,1,2703.85,5.5,beauty,7,crm,0
C0425,2,1470.83,4.3,beauty,4,influencer,0
C0426,5,517.86,8.3,beauty,23,influencer,0
C0427,3,866.15,9.1,beauty,11,social,0
C0428,0,1031.59,9.3,beauty,10,influencer,0
C0429,6,953.24,5.6,fashion,1,crm,1
C0430,4,1547.85,4.4,beauty,3,crm,1
C0431,5,1313.52,7.1,beauty,32,crm,0
C0432,1,501.81,8.4,fashion,32,search,0
C0433,1,650.43,5.6,beauty,18,influencer,0
C0434,2,1467.76,7.0,beauty,25,social,0
C0435,3,1786.46,7.5,beauty,1,crm,0
C0436,6,1038.19,6.8,beauty,50,crm,1
C0437,3,1896.54,7.5,beauty,25,crm,0
C0438,1,978.4,2.1,both,34,search,1
C0439,4,553.28,5.0,both,5,social,1
C0440,3,1254.23,5.9,both,31,influencer,0
C0441,3,3299.85,0.0,beauty,31,influencer,1
C0442,4,436.88,8.6,beauty,11,social,0
C0443,3,1860.97,6.1,beauty,103,search,0
C0444,2,1218.8,1.3,beauty,11,search,1
C0445,3,629.08,8.2,beauty,65,influencer,0
C0446,6,275.84,7.2,beauty,50,social,1
C0447,4,207.63,7.6,beauty,69,social,0
C0448,6,682.8,3.9,beauty,17,crm,1
C0449,1,1119.83,8.5,beauty,6,search,0
C0450,1,1414.57,4.1,fashion,5,crm,1
C0451,3,1578.42,5.7,beauty,40,social,1
C0452,3,1069.75,0.0,both,22,crm,1
C0453,4,986.17,6.4,beauty,17,crm,1
C0454,6,766.55,7.2,fashion,16,influencer,1
C0455,2,1133.68,5.7,beauty,1,social,1
C0456,7,634.44,5.0,beauty,12,search,1
C0457,7,450.75,8.1,beauty,76,search,1
C0458,2,954.82,6.8,beauty,29,crm,0
C0459,5,1360.76,2.8,fashion,7,search,1
C0460,1,394.76,9.6,beauty,52,social,0
C0461,3,682.84,7.1,beauty,33,social,0
C0462,2,936.52,9.9,both,91,influencer,0
C0463,2,926.29,9.7,beauty,9,crm,0
C0464,1,1202.46,9.2,fashion,7,influencer,0
C0465,1,2150.0,7.6,fashion,65,crm,0
C0466,0,209.02,6.1,beauty,15,influencer,0
C0467,3,2198.25,1.7,beauty,12,social,1
C0468,1,2102.22,5.4,beauty,35,search,0
C0469,2,1426.33,7.7,fashion,13,search,0
C0470,3,1028.28,5.2,beauty,6,social,1
C0471,5,641.47,8.7,beauty,37,search,0
C0472,3,1417.61,1.1,beauty,24,social,1
C0473,0,1055.67,3.8,both,4,social,0
C0474,2,775.43,5.1,fashion,36,social,0
C0475,6,1399.2,4.3,both,4,crm,1
C0476,3,1521.07,1.1,fashion,1,crm,1
C0477,2,131.22,1.5,fashion,29,influencer,1
C0478,3,1779.53,8.4,beauty,7,search,0
C0479,1,602.2,4.8,both,25,social,1
C0480,2,1665.49,0.5,fashion,190,influencer,0
C0481,5,783.26,0.2,beauty,90,influencer,1
C0482,5,1029.77,4.7,fashion,8,social,1
C0483,2,1134.15,1.6,fashion,10,social,1
C0484,5,1598.07,7.1,beauty,35,social,1
C0485,2,1327.59,8.0,beauty,0,influencer,0
C0486,5,768.39,2.3,beauty,26,search,1
C0487,4,228.7,5.9,both,9,influencer,0
C0488,3,1195.21,1.5,beauty,29,search,1
C0489,2,1007.79,3.0,both,34,influencer,1
C0490,3,433.47,8.9,beauty,32,crm,0
C0491,6,1070.26,5.4,fashion,1,influencer,1
C0492,3,930.29,8.9,beauty,4,social,0
C0493,1,1770.81,2.3,both,61,crm,0
C0494,1,2273.54,3.3,beauty,4,influencer,0
C0495,3,1502.14,4.7,beauty,19,social,0
C0496,0,902.03,4.8,beauty,54,search,0
C0497,3,974.88,10.0,beauty,0,search,0
C0498,0,590.15,1.1,beauty,6,search,0
C0499,2,654.52,8.5,fashion,32,search,0
